epoch,acc,loss
0,0.018642408010586545,4.0157191057408275
1,0.017540996604441545,3.933241806188221
2,0.01839764991864359,3.9227529922803424
3,0.02023333561095112,3.9188874844694794
4,0.021457126083127085,3.913552118026579
0,0.01790813374509136,4.017215136671724
0,0.023986293040802558,4.005924178403033
1,0.023333604790758442,3.921577227527033
2,0.022721709556038153,3.9136430400614346
3,0.022517744473948255,3.9080456030488433
4,0.02365994891061366,3.90458298684567
5,0.023578362887564302,3.8997009691196545
6,0.026352287921986146,3.894293675640916
7,0.027412906361132448,3.888517259374629
8,0.02557722063083346,3.8805100543566877
9,0.026678632062508718,3.868750320675615
10,0.02879986886421055,3.8538379036817094
11,0.031084277763071617,3.843244773718937
12,0.03222648215141189,3.828180285800269
13,0.03597943958399871,3.806086445940137
14,0.03863098565116738,3.7851997431158835
15,0.04507628212551984,3.7597753643707517
16,0.048829239667218124,3.7407302253639423
17,0.05148078564259943,3.710873526383878
18,0.05735497992521322,3.6818438500440696
19,0.060822386453559606,3.661354271517674
20,0.0624541070230504,3.6283855225431636
21,0.07053112426019419,3.6007743432450434
22,0.07534470028602067,3.5739434692281353
23,0.08150444557712344,3.532504045584953
24,0.08615484954712538,3.5073861937893636
25,0.09113159755826425,3.4790426863147257
26,0.09798482439860713,3.44735557542614
27,0.10173778172755325,3.419499449602706
28,0.1069184950444757,3.38280259602959
29,0.11136493371355696,3.3603641131947963
30,0.11883005585335757,3.320739066376133
31,0.12070653446585833,3.3001647307159483
32,0.12462266414969773,3.270349617308618
33,0.13278126773874493,3.232973507880931
34,0.13604470904823218,3.2135863720208464
35,0.1428571430024222,3.1819048911719685
36,0.1464877212571312,3.166938386909178
37,0.1529738110714065,3.1264849653871916
38,0.1583992819955009,3.0965702257897867
39,0.16190748129663365,3.0763938050582476
40,0.16435506239021602,3.058936572302474
41,0.16978053362523254,3.024957645870183
42,0.1766745531569081,3.000831079996555
43,0.18144733618260733,2.9715239392259027
44,0.18454760506881668,2.9519134705146626
45,0.1896059394911256,2.929267361219141
46,0.19123766001229128,2.9068307882811433
47,0.1962959936911834,2.881068880740665
48,0.2030676344422198,2.8663872240651167
49,0.20241494641890873,2.8413163283389244
50,0.20808517547840832,2.8075375354454373
51,0.20890103583047456,2.81554536950951
52,0.21914008288190864,2.775576006445146
53,0.21771232688268685,2.7674187085188318
54,0.223504935961651,2.7449846519501495
55,0.22456555442602363,2.715540449430807
56,0.23480460118416366,2.6898497153312744
57,0.23676266548994793,2.673671058887971
58,0.24088276069201914,2.6450277678756637
59,0.24732805736666258,2.620566846117009
60,0.24565554431859127,2.6267159389829016
61,0.2514073588844564,2.5858076203751548
62,0.2551603160836237,2.5703551068706285
63,0.25675124418274015,2.56503188240496
64,0.2586685158862437,2.551681796625406
65,0.2647874682699184,2.5247044655299646
66,0.26988659562457784,2.50936081416846
67,0.2731908297056357,2.4883540117051073
68,0.2809822965464089,2.4446942329581804
69,0.2780044062432831,2.4467564353820714
70,0.2858774578102292,2.4308325543025875
71,0.28608142298319467,2.419086249751738
72,0.2885290043889149,2.3966791873325617
73,0.29317940771123846,2.3777586665775567
74,0.2984417073426807,2.3566615073727757
75,0.29660602161025423,2.3552429015964984
76,0.30354083378129015,2.3173143932633993
77,0.3037855922774622,2.3205714419507237
78,0.30533572764695055,2.305385146102538
79,0.3127192632549202,2.267874032295459
80,0.3165130135812582,2.262210493843659
81,0.31822632047408284,2.25255710644678
82,0.32316227503071665,2.2268561262032858
83,0.32483478938934124,2.2189692851914913
84,0.32817981598818685,2.210079622179199
85,0.33344211544061336,2.1909546815640017
86,0.3329933929087881,2.1648159707322967
87,0.3403361350567819,2.152259801606462
88,0.3453536768148081,2.124081672507164
89,0.3455576412942015,2.1231721998126645
90,0.34551684852718983,2.124766366044314
91,0.351798972673699,2.086629124715568
92,0.353879416949103,2.0790170971892286
93,0.36150771039675234,2.04566540986122
94,0.35954964585572496,2.049798697225906
95,0.3614669178874747,2.041633969974759
96,0.3653014613066391,2.0144272154906626
97,0.3727257902359918,1.9954302034633258
98,0.3679122144758016,1.995969126914467
99,0.37329689179342507,1.9890826300480748
100,0.3798645665636457,1.9645020996968918
101,0.3803948764074945,1.9582616168289266
102,0.3859427268264674,1.9448297856108268
103,0.38679938044460116,1.9210461350378967
104,0.3882679294035273,1.9107606667449912
105,0.39108264703384726,1.8934740975463897
106,0.39875173389649055,1.8731172451471498
107,0.39883332030705276,1.8646512807286018
108,0.4039732399795129,1.8511680681962042
109,0.4051154448644775,1.8312177349772785
110,0.40560496014872566,1.829483285603442
111,0.4104593286637703,1.8156103265414845
112,0.41515052590531043,1.7946863332385679
113,0.4171085903928458,1.7836870097643285
114,0.4226972339757652,1.7715882605612352
115,0.42037203165036074,1.775188253541906
116,0.42204454535614017,1.7560726121071648
117,0.42755160273030796,1.7294471004011776
118,0.4319164541739862,1.7296273274669505
